respondent_id,role,industry,company_size,experience_level,budget_sensitivity,current_tools,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020
R001,互联网公司用户运营,互联网电商,300人左右,3年纯电用车经验,中等,15万以下价位纯电车,26-35岁,15-20万元,15万以下价位纯电车,日常通勤上下班、全家周末短途出游,快充速度、续航里程、整车售价、电池质保政策、智能驾驶能力、车身空间尺寸,极氪001、特斯拉Model 3、智界S7、小鹏P7i,听说过，但不清楚具体优势,体验一般，很多场景需要人工接管,体验不错，部分场景好用,快充排队等待时间太长、续航打折严重有里程焦虑,5,没有固定家用充电桩不方便、担心新车型不符合预期踩坑,3000-8000元,705KM续航+9分钟快充+基础舒适配置（17.98万）,5,比较在意，希望可以自主选择是否上传,线下4S店的试驾体验,特斯拉Model 3、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,4,希望能把车载的第三方APP权限放开一点，支持安装常用的视频和音乐软件，不要做太多限制。
R002,公立中学数学教师,教育,800人左右,10年燃油车用车经验，首次换电车,偏高,传统燃油车,36-45岁,15-20万元,传统燃油车,日常通勤上下班、全家周末短途出游、跨省市长途自驾,电池质保政策、续航里程、整车售价、车身空间尺寸、快充速度、智能驾驶能力,特斯拉Model 3、智界S7、小鹏P7i,完全没听过这个概念,没体验过,没体验过,电池衰减后没有质保保障、续航打折严重有里程焦虑、售价超出预算,3,担心后续电池维修成本太高、担心新车型不符合预期踩坑,3000元以内,705KM续航+9分钟快充+基础舒适配置（17.98万）,4,完全不在意，上传数据能优化智驾体验更好,身边亲友的实际使用口碑,智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,5,希望车载系统操作简单一点，不要花里胡哨的功能，老人也能轻松上手，座椅最好做的软一点适合长时间坐。
R003,汽车内容自媒体博主,新媒体内容创作,8人小工作室,深度试驾过几十款新能源车型,低,暂无私家车,18-25岁,20-25万元,暂无私家车,日常通勤上下班、户外露营/拖挂出行,智能驾驶能力、快充速度、续航里程、整车售价、车身空间尺寸、电池质保政策,极氪001、特斯拉Model 3、智界S7、小鹏P7i、腾势N7、凯迪拉克IQ傲歌,非常了解，知道能大幅提升快充速度,体验不错，部分场景好用,体验非常好，完全满足需求,快充排队等待时间太长、智能驾驶不好用不敢用,4,没有置换阻碍,8000-15000元,635KM续航+20分钟快充+高阶智驾配置（20.48万）,4,非常在意，希望所有数据本地存储不上传,专业汽车媒体的实测评价,极氪001、智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,5,希望能支持对外放电功率到6kW以上，露营的时候带大功率的电炊具完全够用，最好原厂就带拖挂资质，不用自己后期改装。
R004,小型制造企业老板,精密零部件制造,35人左右,20年燃油车用车经验，第二台纯电车,低,25万以上价位纯电车,46-55岁,20-25万元,25万以上价位纯电车,日常通勤上下班、跨省市长途自驾,快充速度、电池质保政策、续航里程、智能驾驶能力、车身空间尺寸、整车售价,极氪001、特斯拉Model 3、智界S7、腾势N7,非常了解，知道能大幅提升快充速度,体验不错，部分场景好用,体验一般，很多场景需要人工接管,快充排队等待时间太长、智能驾驶不好用不敢用,5,旧车残值太低置换损失大,8000-15000元,705KM续航+9分钟快充+升级舒适配置（18.78万）,5,比较在意，希望可以自主选择是否上传,终端门店的优惠力度,极氪001、智界S7、本次调研的17.98-20.48万800V纯电轿车,4,希望后排座椅可以选装加热通风按摩，我经常带客户坐后排，舒适性一定要到位。
R005,退休国企职工,公共服务,1200人左右,30年驾龄，之前开燃油车，刚换了插混车,高,插电混动/增程式新能源车,55岁以上,15-20万元,插电混动/增程式新能源车,日常通勤上下班、全家周末短途出游,电池质保政策、整车售价、续航里程、车身空间尺寸、快充速度、智能驾驶能力,特斯拉Model 3、小鹏P7i,听说过，但不清楚具体优势,没体验过,没体验过,电池衰减后没有质保保障、售价超出预算,2,担心后续电池维修成本太高、没有固定家用充电桩不方便,0元，不愿意多花钱,705KM续航+9分钟快充+基础舒适配置（17.98万）,4,完全不在意，上传数据能优化智驾体验更好,终端门店的优惠力度,特斯拉Model 3、本次调研的17.98-20.48万800V纯电轿车,4,希望车机的字能做大一点，图标也放大，我老花眼看不清，最好所有功能都能用语音控制，不用点屏幕。
R006,互联网产品经理,互联网软件,1000人以上,首次置换纯电车，了解主流新势力车型,中等，优先匹配核心需求不盲目加价,传统燃油车,26-35岁,15-20万元,传统燃油车,日常通勤上下班、全家周末短途出游,快充速度、整车售价、续航里程、智能驾驶能力、电池质保政策、车身空间尺寸,极氪001、特斯拉Model 3、智界S7、小鹏P7i,非常了解，知道能大幅提升快充速度,体验不错，部分场景好用,体验不错，部分场景好用,快充排队等待时间太长、续航打折严重有里程焦虑、售价超出预算,5,没有固定家用充电桩不方便、担心新车型不符合预期踩坑,3000-8000元,705KM续航+9分钟快充+基础舒适配置（17.98万）,5,比较在意，希望可以自主选择是否上传,线下4S店的试驾体验,特斯拉Model 3、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,5,希望能标配外放电功能，周末露营用起来非常方便，不需要额外选装加价
R007,公立中学语文教师,教育,200人以内,已经用过3年纯电车，对新能源车使用痛点很熟悉,偏低，更看重使用体验愿意为好配置多花钱,15-25万价位纯电车,36-45岁,20-25万元,15-25万价位纯电车,日常通勤上下班、全家周末短途出游、户外露营/拖挂出行,电池质保政策、车身空间尺寸、续航里程、智能驾驶能力、快充速度、整车售价,极氪001、特斯拉Model 3、智界S7、小鹏P7i、腾势N7,听说过，但不清楚具体优势,没体验过,体验一般，很多场景需要人工接管,电池衰减后没有质保保障、智能驾驶不好用不敢用,3,担心后续电池维修成本太高、没有置换阻碍,8000-15000元,705KM续航+9分钟快充+升级舒适配置（18.78万）,4,完全不在意，上传数据能优化智驾体验更好,身边亲友的实际使用口碑,智界S7、腾势N7、本次调研的17.98-20.48万800V纯电轿车,4,希望后排能标配儿童安全座椅接口的加固设计，带小朋友出门更安全，最好后排空调可以独立分区控制
R008,初创公司运营专员,电商服务,50人以内,从来没拥有过私家车，第一次买车,非常高，尽量选性价比最高的选项,暂无私家车,18-25岁,15-20万元,暂无私家车,日常通勤上下班、跨省市长途自驾,整车售价、续航里程、快充速度、智能驾驶能力、电池质保政策、车身空间尺寸,特斯拉Model 3、小鹏P7i,完全没听过这个概念,没体验过,没体验过,快充排队等待时间太长、续航打折严重有里程焦虑、售价超出预算,4,没有固定家用充电桩不方便、担心后续电池维修成本太高,3000元以内,705KM续航+9分钟快充+基础舒适配置（17.98万）,3,非常在意，希望所有数据本地存储不上传,终端门店的优惠力度,特斯拉Model 3、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,3,希望车机系统不要强制捆绑各种付费会员，基础的导航音乐功能全部免费开放，不要后续变相收费
R009,制造业私企老板,高端装备制造,80人以内,开过很多豪华品牌新能源车，对高端智驾需求很高,极低，优先选配置最高的版本,25万以上价位纯电车,46-55岁,25-35万元,25万以上价位纯电车,日常通勤上下班、跨省市长途自驾,智能驾驶能力、车身空间尺寸、快充速度、电池质保政策、续航里程、整车售价,极氪001、特斯拉Model 3、智界S7、小鹏P7i、腾势N7、凯迪拉克IQ傲歌,非常了解，知道能大幅提升快充速度,体验一般，很多场景需要人工接管,体验非常好，完全满足需求,快充排队等待时间太长、智能驾驶不好用不敢用,4,旧车残值太低置换损失大、没有置换阻碍,15000元以上,635KM续航+20分钟快充+高阶智驾配置（20.48万）,4,完全不在意，上传数据能优化智驾体验更好,专业汽车媒体的实测评价,极氪001、智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,5,希望车载后排能标配小屏幕，跑长途的时候后排乘客可以看视频看路况，增加乘坐舒适度
R010,退休国企干部,公共事业,2000人以上,开过几十年燃油车，刚接触新能源车,中等，选稳妥靠谱的车型就行,插电混动/增程式新能源车,55岁以上,20-25万元,插电混动/增程式新能源车,日常通勤上下班、全家周末短途出游,电池质保政策、续航里程、车身空间尺寸、整车售价、快充速度、智能驾驶能力,极氪001、特斯拉Model 3、智界S7、小鹏P7i,听说过，但不清楚具体优势,没体验过,没体验过,电池衰减后没有质保保障、续航打折严重有里程焦虑,2,担心后续电池维修成本太高、担心新车型不符合预期踩坑,0元，不愿意多花钱,705KM续航+9分钟快充+升级舒适配置（18.78万）,5,比较在意，希望可以自主选择是否上传,线下4S店的试驾体验,智界S7、本次调研的17.98-20.48万800V纯电轿车、其他车型,4,希望车机系统操作简单点，字大一点图标大一点，不要搞那么多花里胡哨的功能，老人家上手容易
R011,互联网内容运营,互联网文娱,120人中小规模公司,3年纯电汽车使用经验,中等,15-25万价位纯电车,26-35岁,15-20万元,15-25万价位纯电车,日常通勤上下班、全家周末短途出游、户外露营/拖挂出行,快充速度、续航里程、智能驾驶能力、电池质保政策、整车售价、车身空间尺寸,极氪001、特斯拉Model 3、智界S7、小鹏P7i、腾势N7、凯迪拉克IQ傲歌,非常了解，知道能大幅提升快充速度,体验不错，部分场景好用,体验非常好，完全满足需求,快充排队等待时间太长、续航打折严重有里程焦虑、智能驾驶不好用不敢用,5,没有固定家用充电桩不方便、担心新车型不符合预期踩坑,8000-15000元,705KM续航+9分钟快充+基础舒适配置（17.98万）,5,比较在意，希望可以自主选择是否上传,线下4S店的试驾体验,智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,5,希望能标配外放电功能，适配户外露营的用电需求，车机系统可以多支持一些常用的影音APP就更好了
R012,国企行政部中层管理,高端装备制造,3000人以上大型国企,10年燃油车驾驶经验，无新能源用车经验,偏低,传统燃油车,36-45岁,20-25万元,传统燃油车,日常通勤上下班、全家周末短途出游、跨省市长途自驾,车身空间尺寸、电池质保政策、续航里程、整车售价、快充速度、智能驾驶能力,极氪001、特斯拉Model 3、智界S7、小鹏P7i,听说过，但不清楚具体优势,没体验过,没体验过,续航打折严重有里程焦虑、电池衰减后没有质保保障、售价超出预算,3,没有固定家用充电桩不方便、担心后续电池维修成本太高、担心新车型不符合预期踩坑,3000-8000元,705KM续航+9分钟快充+升级舒适配置（18.78万）,4,完全不在意，上传数据能优化智驾体验更好,身边亲友的实际使用口碑,极氪001、智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,4,希望后排的儿童安全座椅接口可以做的更顺手一点，最好标配车载空气净化器，带老人孩子出行对车内空气质量要求比较高
R013,新媒体短视频博主,自媒体内容创作,3人小团队,无自有车辆驾驶经验，刚拿到驾照1年,很高,暂无私家车,18-25岁,15-20万元,暂无私家车,日常通勤上下班、户外露营/拖挂出行,整车售价、快充速度、智能驾驶能力、续航里程、电池质保政策、车身空间尺寸,特斯拉Model 3、小鹏P7i,听说过，但不清楚具体优势,没体验过,体验一般，很多场景需要人工接管,快充排队等待时间太长、售价超出预算、智能驾驶不好用不敢用,4,旧车残值太低置换损失大、没有置换阻碍,3000元以内,705KM续航+9分钟快充+基础舒适配置（17.98万）,3,非常在意，希望所有数据本地存储不上传,终端门店的优惠力度,特斯拉Model 3、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,4,希望车机系统能多支持一些车载游戏，年轻人等快充的时候可以和朋友一起玩两把，另外外观颜色能不能多出几个亮色系的选择，现在的颜色都太老成了
R014,连锁餐饮门店老板,餐饮服务,8人夫妻店团队,6年增程式新能源车使用经验,低,插电混动/增程式新能源车,46-55岁,20-25万元,插电混动/增程式新能源车,日常通勤上下班、跨省市长途自驾、网约车/营运接单,智能驾驶能力、电池质保政策、快充速度、续航里程、整车售价、车身空间尺寸,极氪001、特斯拉Model 3、智界S7、小鹏P7i、腾势N7,非常了解，知道能大幅提升快充速度,体验一般，很多场景需要人工接管,体验不错，部分场景好用,快充排队等待时间太长、电池衰减后没有质保保障、智能驾驶不好用不敢用,5,担心后续电池维修成本太高、担心新车型不符合预期踩坑、没有置换阻碍,15000元以上,635KM续航+20分钟快充+高阶智驾配置（20.48万）,5,比较在意，希望可以自主选择是否上传,线下4S店的试驾体验,极氪001、智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,5,希望后排可以加个大尺寸的中央扶手，带杯架和充电口，我有时候拉客户坐后排，能放杯子和手机充电会方便很多，另外车机导航可以和手机导航无缝流转就更好了
R015,退休大学文科教师,高等教育,退休前任职于2万师生规模的公办大学,20年燃油车驾驶经验，无新能源使用经验,高,传统燃油车,55岁以上,15-20万元,传统燃油车,日常通勤上下班、全家周末短途出游,电池质保政策、续航里程、整车售价、车身空间尺寸、快充速度、智能驾驶能力,特斯拉Model 3、以上都没听过,完全没听过这个概念,没体验过,没体验过,电池衰减后没有质保保障、续航打折严重有里程焦虑、售价超出预算,2,担心后续电池维修成本太高、担心新车型不符合预期踩坑,0元，不愿意多花钱,705KM续航+9分钟快充+基础舒适配置（17.98万）,4,比较在意，希望可以自主选择是否上传,品牌官方的宣传内容,本次调研的17.98-20.48万800V纯电轿车、其他车型,4,希望车机的语音控制功能做的更简单一点，不用学就能用，语音识别的速度快一点，另外座椅要软一点，长时间开腰不累，最好标配倒车影像和360全景，我年纪大了倒车眼神不好
R016,互联网运营专员,互联网文娱,200人左右,首次购车，无燃油车长期使用经验,中等,暂无私家车,26-35岁,15-20万元,暂无私家车,日常通勤上下班、全家周末短途出游,快充速度、整车售价、续航里程、电池质保政策、智能驾驶能力、车身空间尺寸,特斯拉Model 3、智界S7、小鹏P7i,非常了解，知道能大幅提升快充速度,没体验过,体验不错，部分场景好用,快充排队等待时间太长、续航打折严重有里程焦虑、售价超出预算,5,没有固定家用充电桩不方便、担心新车型不符合预期踩坑,3000-8000元,705KM续航+9分钟快充+基础舒适配置（17.98万）,4,比较在意，希望可以自主选择是否上传,身边亲友的实际使用口碑,智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,4,希望车机系统能兼容基础的办公文档软件，通勤路上等红绿灯的时候可以简单处理工作消息，不用掏手机
R017,国企部门中层管理,重型装备制造,2000人以上,12年燃油车驾驶经验，首次置换新能源车,较低,传统燃油车,36-45岁,20-25万元,传统燃油车,日常通勤上下班、全家周末短途出游、跨省市长途自驾,车身空间尺寸、电池质保政策、续航里程、快充速度、智能驾驶能力、整车售价,极氪001、特斯拉Model 3、智界S7、腾势N7、小鹏P7i,听说过，但不清楚具体优势,体验一般，很多场景需要人工接管,没体验过,快充排队等待时间太长、电池衰减后没有质保保障,4,旧车残值太低置换损失大、担心后续电池维修成本太高,8000-15000元,705KM续航+9分钟快充+升级舒适配置（18.78万）,5,完全不在意，上传数据能优化智驾体验更好,线下4S店的试驾体验,极氪001、智界S7、腾势N7、本次调研的17.98-20.48万800V纯电轿车,5,希望后排座椅靠背可以多几档无级调节，老人孩子坐长途的时候能半躺休息，舒适度能提升很多
R018,全职网约车司机,本地出行服务,个体自营,3年纯电营运车辆驾驶经验,极高,15万以下价位纯电车,18-25岁,15-20万元,15万以下价位纯电车,网约车/营运接单,快充速度、续航里程、电池质保政策、整车售价、智能驾驶能力、车身空间尺寸,特斯拉Model 3、小鹏P7i、极氪001,非常了解，知道能大幅提升快充速度,体验不错，部分场景好用,体验非常好，完全满足需求,快充排队等待时间太长、电池衰减后没有质保保障,5,没有置换阻碍,15000元以上,705KM续航+9分钟快充+基础舒适配置（17.98万）,5,完全不在意，上传数据能优化智驾体验更好,终端门店的优惠力度,特斯拉Model 3、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,5,希望厂家可以针对营运车辆推出专属的保养套餐，降低我们日常的使用和维保成本，跑单更划算
R019,建材建材贸易公司老板,建材批发零售,8人小团队,7年高端纯电车型使用经验,低,25万以上价位纯电车,46-55岁,25-35万元,25万以上价位纯电车,全家周末短途出游、跨省市长途自驾、户外露营/拖挂出行,智能驾驶能力、车身空间尺寸、续航里程、快充速度、电池质保政策、整车售价,极氪001、特斯拉Model 3、智界S7、小鹏P7i、腾势N7、凯迪拉克IQ傲歌,非常了解，知道能大幅提升快充速度,体验不错，部分场景好用,体验一般，很多场景需要人工接管,续航打折严重有里程焦虑、智能驾驶不好用不敢用,3,担心新车型不符合预期踩坑,8000-15000元,635KM续航+20分钟快充+高阶智驾配置（20.48万）,4,非常在意，希望所有数据本地存储不上传,专业汽车媒体的实测评价,极氪001、特斯拉Model 3、智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车、其他车型,4,希望车辆对外放电功率能做到6kW以上，我平时户外露营要用到电磁炉、电烤箱这些大功率电器，放电功率不够根本带不动
R020,退休事业单位职工,公共服务,已退休,20年以上燃油车驾驶经验，首次购买新能源车,中等,插电混动/增程式新能源车,55岁以上,20-25万元,插电混动/增程式新能源车,日常通勤上下班、全家周末短途出游,电池质保政策、整车售价、续航里程、车身空间尺寸、快充速度、智能驾驶能力,特斯拉Model 3、智界S7,听说过，但不清楚具体优势,没体验过,没体验过,快充排队等待时间太长、电池衰减后没有质保保障,3,没有固定家用充电桩不方便,3000元以内,705KM续航+9分钟快充+升级舒适配置（18.78万）,3,比较在意，希望可以自主选择是否上传,品牌官方的宣传内容,智界S7、本次调研的17.98-20.48万800V纯电轿车,3,希望车机系统的界面做的简单一点，字大一点，不要搞那么多花里胡哨的功能，我们老年人眼神不好，操作太复杂根本不会用
R021,互联网内容运营,互联网传媒,100-500人,有3年传统燃油车驾驶经验，首次置换纯电车,较高,传统燃油车,26-35岁,15-20万元,传统燃油车,日常通勤上下班、全家周末短途出游,整车售价、快充速度、续航里程、电池质保政策、智能驾驶能力、车身空间尺寸,极氪001、特斯拉Model 3、智界S7、小鹏P7i,听说过，但不清楚具体优势,体验一般，很多场景需要人工接管,没体验过,快充排队等待时间太长、售价超出预算,5,旧车残值太低置换损失大、没有固定家用充电桩不方便,3000-8000元,705KM续航+9分钟快充+基础舒适配置（17.98万）,4,比较在意，希望可以自主选择是否上传,线下4S店的试驾体验,特斯拉Model 3、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,4,希望车机系统能支持免费的车载K歌功能，后排USB接口多配两个，方便家人充电用
R022,国企生产部主管,高端装备制造,2000人以上,有5年纯电车使用经验，准备置换第二台纯电轿车,中等,15-25万价位纯电车,36-45岁,20-25万元,15-25万价位纯电车,日常通勤上下班、全家周末短途出游、户外露营/拖挂出行,电池质保政策、快充速度、智能驾驶能力、续航里程、车身空间尺寸、整车售价,极氪001、特斯拉Model 3、智界S7、小鹏P7i、腾势N7、凯迪拉克IQ傲歌,非常了解，知道能大幅提升快充速度,体验不错，部分场景好用,体验非常好，完全满足需求,续航打折严重有里程焦虑、智能驾驶不好用不敢用,4,担心后续电池维修成本太高、担心新车型不符合预期踩坑,8000-15000元,705KM续航+9分钟快充+升级舒适配置（18.78万）,5,完全不在意，上传数据能优化智驾体验更好,身边亲友的实际使用口碑,极氪001、智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,5,希望后排的儿童安全座椅接口做的更稳固，原厂可以选装车载空气净化器，毕竟家里有小孩，对车内空气质量要求比较高
R023,初级软件开发工程师,人工智能创业,20-50人,刚拿到驾照1年，首次购车,极高,暂无私家车,18-25岁,15-20万元,暂无私家车,日常通勤上下班、跨省市长途自驾,整车售价、续航里程、快充速度、智能驾驶能力、电池质保政策、车身空间尺寸,特斯拉Model 3、小鹏P7i、智界S7,完全没听过这个概念,没体验过,体验不错，部分场景好用,快充排队等待时间太长、续航打折严重有里程焦虑、售价超出预算,5,没有置换阻碍,3000元以内,705KM续航+9分钟快充+基础舒适配置（17.98万）,3,非常在意，希望所有数据本地存储不上传,终端门店的优惠力度,小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,3,希望车机系统能原生支持安装Steam串流软件，后排预留220V电源接口，方便我外接游戏机玩
R024,建材贸易公司老板,建材商贸,10-20人,有8年新能源车使用经验，家里第三台纯电车,较低,25万以上价位纯电车,46-55岁,20-25万元,25万以上价位纯电车,日常通勤上下班、跨省市长途自驾,快充速度、续航里程、车身空间尺寸、电池质保政策、智能驾驶能力、整车售价,极氪001、特斯拉Model 3、智界S7、小鹏P7i、腾势N7、凯迪拉克IQ傲歌,非常了解，知道能大幅提升快充速度,体验不错，部分场景好用,体验一般，很多场景需要人工接管,快充排队等待时间太长、续航打折严重有里程焦虑,4,没有置换阻碍,15000元以上,635KM续航+20分钟快充+高阶智驾配置（20.48万）,5,完全不在意，上传数据能优化智驾体验更好,专业汽车媒体的实测评价,极氪001、智界S7、小鹏P7i、本次调研的17.98-20.48万800V纯电轿车,5,希望前排座椅的按摩功能做的力度大一点，跑长途开几个小时腰不会酸，车载冰箱可以原厂选装，放个水放个饮料特别方便
R025,退休事业单位职工,公共文化服务,500人以上,有10年新能源车使用经验，置换代步车,中等,插电混动/增程式新能源车,55岁以上,15-20万元,插电混动/增程式新能源车,日常通勤上下班、全家周末短途出游,电池质保政策、续航里程、车身空间尺寸、快充速度、整车售价、智能驾驶能力,特斯拉Model 3、智界S7,听说过，但不清楚具体优势,没体验过,没体验过,电池衰减后没有质保保障、智能驾驶不好用不敢用,2,担心后续电池维修成本太高、担心新车型不符合预期踩坑,0元，不愿意多花钱,705KM续航+9分钟快充+升级舒适配置（18.78万）,4,比较在意，希望可以自主选择是否上传,线下4S店的试驾体验,本次调研的17.98-20.48万800V纯电轿车、其他车型,4,希望车机的操作界面字体大一点，图标少一点，功能简单点，我眼神不好，复杂的操作我学不会
